VTX, IDX, in_ATTRIBUTE0.x, in_ATTRIBUTE0.y, in_ATTRIBUTE0.z, in_ATTRIBUTE1.x, in_ATTRIBUTE1.y, in_ATTRIBUTE1.z, in_ATTRIBUTE1.w, in_ATTRIBUTE2.x, in_ATTRIBUTE2.y, in_ATTRIBUTE2.z, in_ATTRIBUTE2.w, in_ATTRIBUTE4.x, in_ATTRIBUTE4.y, in_ATTRIBUTE8.x, in_ATTRIBUTE8.y, in_ATTRIBUTE8.z, in_ATTRIBUTE8.w, in_ATTRIBUTE9.x, in_ATTRIBUTE9.y, in_ATTRIBUTE9.z, in_ATTRIBUTE9.w, in_ATTRIBUTE10.x, in_ATTRIBUTE10.y, in_ATTRIBUTE10.z, in_ATTRIBUTE10.w, in_ATTRIBUTE11.x, in_ATTRIBUTE11.y, in_ATTRIBUTE11.z, in_ATTRIBUTE11.w
5147, 913,  196.24963, -425.62003,  59.98952,  0.99213,  0.01575,  0.11811,  1.00, -0.08661, -0.55118,  0.82677,  1.00,  0.65967,  0.15344,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5148, 912,  204.38568, -501.91638,  41.64723,  1.00,  0.00,  0.08661,  1.00, -0.07874, -0.44882,  0.88976,  1.00,  0.66602,  0.09131,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5149, 910,  188.32239, -470.61465,  52.34166,  0.99213,  0.00,  0.13386,  1.00, -0.12598, -0.23622,  0.96063,  1.00,  0.65332,  0.11682,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5150, 913,  196.24963, -425.62003,  59.98952,  0.99213,  0.01575,  0.11811,  1.00, -0.08661, -0.55118,  0.82677,  1.00,  0.65967,  0.15344,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5151, 909,  174.21811, -439.1405,  58.87036,  0.90551, -0.00787, -0.41732,  1.00,  0.37008, -0.44882,  0.81102,  1.00,  0.6416,  0.14233,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5152, 907,  177.08087, -406.88123,  80.6589,  1.00,  0.04724, -0.05512,  1.00,  0.07087, -0.69291,  0.71654,  1.00,  0.64404,  0.1687,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5153, 913,  196.24963, -425.62003,  59.98952,  0.99213,  0.01575,  0.11811,  1.00, -0.08661, -0.55118,  0.82677,  1.00,  0.65967,  0.15344,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5154, 912,  204.38568, -501.91638,  41.64723,  1.00,  0.00,  0.08661,  1.00, -0.07874, -0.44882,  0.88976,  1.00,  0.66602,  0.09131,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5155, 913,  196.24963, -425.62003,  59.98952,  0.99213,  0.01575,  0.11811,  1.00, -0.08661, -0.55118,  0.82677,  1.00,  0.65967,  0.15344,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5156, 914,  213.25354, -463.62042,  55.29296,  1.00,  0.00, -0.06299,  1.00,  0.06299, -0.22835,  0.9685,  1.00,  0.67334,  0.1225,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5157, 915,  243.6171, -519.37305,  35.4432,  0.97638,  0.00787, -0.2126,  1.00,  0.19685, -0.41732,  0.88976,  1.00,  0.69824,  0.07709,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5158, 912,  204.38568, -501.91638,  41.64723,  1.00,  0.00,  0.08661,  1.00, -0.07874, -0.44882,  0.88976,  1.00,  0.66602,  0.09131,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5159, 914,  213.25354, -463.62042,  55.29296,  1.00,  0.00, -0.06299,  1.00,  0.06299, -0.22835,  0.9685,  1.00,  0.67334,  0.1225,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5160, 916,  262.18167, -520.99591,  26.06229,  0.99213,  0.00, -0.11024,  1.00,  0.10236, -0.35433,  0.92913,  1.00,  0.71338,  0.07574,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5161, 915,  243.6171, -519.37305,  35.4432,  0.97638,  0.00787, -0.2126,  1.00,  0.19685, -0.41732,  0.88976,  1.00,  0.69824,  0.07709,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5162, 914,  213.25354, -463.62042,  55.29296,  1.00,  0.00, -0.06299,  1.00,  0.06299, -0.22835,  0.9685,  1.00,  0.67334,  0.1225,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5163, 913,  196.24963, -425.62003,  59.98952,  0.99213,  0.01575,  0.11811,  1.00, -0.08661, -0.55118,  0.82677,  1.00,  0.65967,  0.15344,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5164, 907,  177.08087, -406.88123,  80.6589,  1.00,  0.04724, -0.05512,  1.00,  0.07087, -0.69291,  0.71654,  1.00,  0.64404,  0.1687,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5165, 917,  189.19104, -392.92731,  112.69131,  0.88189, -0.0315,  0.46457,  1.00, -0.37795, -0.62992,  0.67717,  1.00,  0.65381,  0.18005,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5166, 916,  262.18167, -520.99591,  26.06229,  0.99213,  0.00, -0.11024,  1.00,  0.10236, -0.35433,  0.92913,  1.00,  0.71338,  0.07574,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5167, 914,  213.25354, -463.62042,  55.29296,  1.00,  0.00, -0.06299,  1.00,  0.06299, -0.22835,  0.9685,  1.00,  0.67334,  0.1225,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5168, 918,  264.76694, -487.34,  32.09945,  0.99213,  0.00, -0.12598,  1.00,  0.12598, -0.22047,  0.9685,  1.00,  0.71533,  0.10315,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5169, 913,  196.24963, -425.62003,  59.98952,  0.99213,  0.01575,  0.11811,  1.00, -0.08661, -0.55118,  0.82677,  1.00,  0.65967,  0.15344,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5170, 919,  216.20624, -426.69366,  67.80019,  0.96063,  0.01575, -0.26772,  1.00,  0.2126, -0.65354,  0.72441,  1.00,  0.67578,  0.15247,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5171, 914,  213.25354, -463.62042,  55.29296,  1.00,  0.00, -0.06299,  1.00,  0.06299, -0.22835,  0.9685,  1.00,  0.67334,  0.1225,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5172, 919,  216.20624, -426.69366,  67.80019,  0.96063,  0.01575, -0.26772,  1.00,  0.2126, -0.65354,  0.72441,  1.00,  0.67578,  0.15247,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5173, 913,  196.24963, -425.62003,  59.98952,  0.99213,  0.01575,  0.11811,  1.00, -0.08661, -0.55118,  0.82677,  1.00,  0.65967,  0.15344,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5174, 917,  189.19104, -392.92731,  112.69131,  0.88189, -0.0315,  0.46457,  1.00, -0.37795, -0.62992,  0.67717,  1.00,  0.65381,  0.18005,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5175, 914,  213.25354, -463.62042,  55.29296,  1.00,  0.00, -0.06299,  1.00,  0.06299, -0.22835,  0.9685,  1.00,  0.67334,  0.1225,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5176, 920,  232.89908, -442.68997,  45.44401,  0.94488,  0.00, -0.33071,  1.00,  0.31496, -0.25984,  0.91339,  1.00,  0.68945,  0.13953,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5177, 918,  264.76694, -487.34,  32.09945,  0.99213,  0.00, -0.12598,  1.00,  0.12598, -0.22047,  0.9685,  1.00,  0.71533,  0.10315,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5178, 914,  213.25354, -463.62042,  55.29296,  1.00,  0.00, -0.06299,  1.00,  0.06299, -0.22835,  0.9685,  1.00,  0.67334,  0.1225,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5179, 919,  216.20624, -426.69366,  67.80019,  0.96063,  0.01575, -0.26772,  1.00,  0.2126, -0.65354,  0.72441,  1.00,  0.67578,  0.15247,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5180, 920,  232.89908, -442.68997,  45.44401,  0.94488,  0.00, -0.33071,  1.00,  0.31496, -0.25984,  0.91339,  1.00,  0.68945,  0.13953,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5181, 916,  262.18167, -520.99591,  26.06229,  0.99213,  0.00, -0.11024,  1.00,  0.10236, -0.35433,  0.92913,  1.00,  0.71338,  0.07574,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5182, 918,  264.76694, -487.34,  32.09945,  0.99213,  0.00, -0.12598,  1.00,  0.12598, -0.22047,  0.9685,  1.00,  0.71533,  0.10315,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5183, 921,  304.96045, -472.84222,  36.06051,  0.96063,  0.00,  0.28346,  1.00, -0.27559, -0.29134,  0.92126,  1.00,  0.74805,  0.11499,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5184, 922,  323.1879, -493.966,  42.70766,  0.98425, -0.00787,  0.19685,  1.00, -0.18898, -0.32283,  0.92913,  1.00,  0.7627,  0.09778,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5185, 916,  262.18167, -520.99591,  26.06229,  0.99213,  0.00, -0.11024,  1.00,  0.10236, -0.35433,  0.92913,  1.00,  0.71338,  0.07574,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5186, 921,  304.96045, -472.84222,  36.06051,  0.96063,  0.00,  0.28346,  1.00, -0.27559, -0.29134,  0.92126,  1.00,  0.74805,  0.11499,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5187, 918,  264.76694, -487.34,  32.09945,  0.99213,  0.00, -0.12598,  1.00,  0.12598, -0.22047,  0.9685,  1.00,  0.71533,  0.10315,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5188, 920,  232.89908, -442.68997,  45.44401,  0.94488,  0.00, -0.33071,  1.00,  0.31496, -0.25984,  0.91339,  1.00,  0.68945,  0.13953,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5189, 923,  292.70364, -439.7059,  50.39149,  0.90551,  0.00787,  0.4252,  1.00, -0.34646, -0.56693,  0.74803,  1.00,  0.73828,  0.14197,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5190, 918,  264.76694, -487.34,  32.09945,  0.99213,  0.00, -0.12598,  1.00,  0.12598, -0.22047,  0.9685,  1.00,  0.71533,  0.10315,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5191, 923,  292.70364, -439.7059,  50.39149,  0.90551,  0.00787,  0.4252,  1.00, -0.34646, -0.56693,  0.74803,  1.00,  0.73828,  0.14197,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5192, 921,  304.96045, -472.84222,  36.06051,  0.96063,  0.00,  0.28346,  1.00, -0.27559, -0.29134,  0.92126,  1.00,  0.74805,  0.11499,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5193, 920,  232.89908, -442.68997,  45.44401,  0.94488,  0.00, -0.33071,  1.00,  0.31496, -0.25984,  0.91339,  1.00,  0.68945,  0.13953,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5194, 919,  216.20624, -426.69366,  67.80019,  0.96063,  0.01575, -0.26772,  1.00,  0.2126, -0.65354,  0.72441,  1.00,  0.67578,  0.15247,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5195, 924,  242.06226, -415.07684,  51.11017,  1.00,  0.00,  0.06299,  1.00, -0.05512, -0.50394,  0.86614,  1.00,  0.69678,  0.16199,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5196, 920,  232.89908, -442.68997,  45.44401,  0.94488,  0.00, -0.33071,  1.00,  0.31496, -0.25984,  0.91339,  1.00,  0.68945,  0.13953,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5197, 925,  255.0463, -425.18976,  58.79322,  0.89764, -0.00787,  0.44094,  1.00, -0.37008, -0.55906,  0.74016,  1.00,  0.70752,  0.15381,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5198, 923,  292.70364, -439.7059,  50.39149,  0.90551,  0.00787,  0.4252,  1.00, -0.34646, -0.56693,  0.74803,  1.00,  0.73828,  0.14197,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5199, 920,  232.89908, -442.68997,  45.44401,  0.94488,  0.00, -0.33071,  1.00,  0.31496, -0.25984,  0.91339,  1.00,  0.68945,  0.13953,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5200, 924,  242.06226, -415.07684,  51.11017,  1.00,  0.00,  0.06299,  1.00, -0.05512, -0.50394,  0.86614,  1.00,  0.69678,  0.16199,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5201, 925,  255.0463, -425.18976,  58.79322,  0.89764, -0.00787,  0.44094,  1.00, -0.37008, -0.55906,  0.74016,  1.00,  0.70752,  0.15381,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5202, 924,  242.06226, -415.07684,  51.11017,  1.00,  0.00,  0.06299,  1.00, -0.05512, -0.50394,  0.86614,  1.00,  0.69678,  0.16199,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5203, 919,  216.20624, -426.69366,  67.80019,  0.96063,  0.01575, -0.26772,  1.00,  0.2126, -0.65354,  0.72441,  1.00,  0.67578,  0.15247,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5204, 926,  221.86774, -407.44122,  94.51302,  0.7874,  0.07874, -0.6063,  1.00,  0.51181, -0.62992,  0.58268,  1.00,  0.68018,  0.16821,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5205, 919,  216.20624, -426.69366,  67.80019,  0.96063,  0.01575, -0.26772,  1.00,  0.2126, -0.65354,  0.72441,  1.00,  0.67578,  0.15247,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5206, 917,  189.19104, -392.92731,  112.69131,  0.88189, -0.0315,  0.46457,  1.00, -0.37795, -0.62992,  0.67717,  1.00,  0.65381,  0.18005,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5207, 926,  221.86774, -407.44122,  94.51302,  0.7874,  0.07874, -0.6063,  1.00,  0.51181, -0.62992,  0.58268,  1.00,  0.68018,  0.16821,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5208, 925,  255.0463, -425.18976,  58.79322,  0.89764, -0.00787,  0.44094,  1.00, -0.37008, -0.55906,  0.74016,  1.00,  0.70752,  0.15381,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5209, 924,  242.06226, -415.07684,  51.11017,  1.00,  0.00,  0.06299,  1.00, -0.05512, -0.50394,  0.86614,  1.00,  0.69678,  0.16199,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5210, 927,  262.95801, -406.72308,  87.6792,  0.92126, -0.01575,  0.38583,  1.00, -0.33071, -0.52756,  0.77953,  1.00,  0.71387,  0.16882,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5211, 925,  255.0463, -425.18976,  58.79322,  0.89764, -0.00787,  0.44094,  1.00, -0.37008, -0.55906,  0.74016,  1.00,  0.70752,  0.15381,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5212, 927,  262.95801, -406.72308,  87.6792,  0.92126, -0.01575,  0.38583,  1.00, -0.33071, -0.52756,  0.77953,  1.00,  0.71387,  0.16882,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5213, 923,  292.70364, -439.7059,  50.39149,  0.90551,  0.00787,  0.4252,  1.00, -0.34646, -0.56693,  0.74803,  1.00,  0.73828,  0.14197,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5214, 924,  242.06226, -415.07684,  51.11017,  1.00,  0.00,  0.06299,  1.00, -0.05512, -0.50394,  0.86614,  1.00,  0.69678,  0.16199,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5215, 926,  221.86774, -407.44122,  94.51302,  0.7874,  0.07874, -0.6063,  1.00,  0.51181, -0.62992,  0.58268,  1.00,  0.68018,  0.16821,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5216, 928,  236.20309, -397.15283,  65.55276,  0.94488,  0.10236, -0.29921,  1.00,  0.30709, -0.51181,  0.80315,  1.00,  0.69189,  0.17664,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5217, 924,  242.06226, -415.07684,  51.11017,  1.00,  0.00,  0.06299,  1.00, -0.05512, -0.50394,  0.86614,  1.00,  0.69678,  0.16199,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5218, 928,  236.20309, -397.15283,  65.55276,  0.94488,  0.10236, -0.29921,  1.00,  0.30709, -0.51181,  0.80315,  1.00,  0.69189,  0.17664,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5219, 927,  262.95801, -406.72308,  87.6792,  0.92126, -0.01575,  0.38583,  1.00, -0.33071, -0.52756,  0.77953,  1.00,  0.71387,  0.16882,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5220, 926,  221.86774, -407.44122,  94.51302,  0.7874,  0.07874, -0.6063,  1.00,  0.51181, -0.62992,  0.58268,  1.00,  0.68018,  0.16821,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5221, 917,  189.19104, -392.92731,  112.69131,  0.88189, -0.0315,  0.46457,  1.00, -0.37795, -0.62992,  0.67717,  1.00,  0.65381,  0.18005,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5222, 929,  216.71545, -360.93695,  138.39479,  0.85827,  0.06299, -0.50394,  1.00,  0.4252, -0.6378,  0.64567,  1.00,  0.67627,  0.20605,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5223, 928,  236.20309, -397.15283,  65.55276,  0.94488,  0.10236, -0.29921,  1.00,  0.30709, -0.51181,  0.80315,  1.00,  0.69189,  0.17664,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5224, 926,  221.86774, -407.44122,  94.51302,  0.7874,  0.07874, -0.6063,  1.00,  0.51181, -0.62992,  0.58268,  1.00,  0.68018,  0.16821,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5225, 929,  216.71545, -360.93695,  138.39479,  0.85827,  0.06299, -0.50394,  1.00,  0.4252, -0.6378,  0.64567,  1.00,  0.67627,  0.20605,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
5226, 907,  177.08087, -406.88123,  80.6589,  1.00,  0.04724, -0.05512,  1.00,  0.07087, -0.69291,  0.71654,  1.00,  0.64404,  0.1687,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
